id	filename	md5	size	state	acl	project_id	category
00f35b58-8e90-473d-9adc-a87650dce38e	f4cfa05f-8107-4b78-bae8-2c8dcf5f1f67_wxs_gdc_realn.bam	8ae7ba0e49432231114d277a4dd622d6	74426592292	released	[b'phs002790']	CCDI-MCI	data_file
00f45822-1a9b-46ca-af55-9c725ebd5a9d	29d415b7-25e0-48da-a5ba-e581f2df9fae_noid_Grn.idat	36a650ef5b39195ae186370a15fe69e0	14370463	released	[b'open']	CCDI-MCI	data_file
94c48674-a6d4-4678-bcac-2d9229589548	6e019022-89bd-40fd-b142-c862be85662b_wxs_gdc_realn.bai	54e889cbd5bf2a4acc89db6ef501304d	8092528	released	[b'phs002790']	CCDI-MCI	index_file
00f82c2f-3c99-4be2-aa66-de5361adf29e	6e019022-89bd-40fd-b142-c862be85662b_wxs_gdc_realn.bam	dd3da70b5820c9d993c249f79c11ca64	166548301623	released	[b'phs002790']	CCDI-MCI	data_file
00fa2462-5669-4d89-9033-47f5b9d67856	5e72ec1f-4700-46e8-89dd-ea127ee284a4_noid_Grn.idat	498c756479dd69d0e2588daf1c0a6861	13687089	released	[b'open']	CCDI-MCI	data_file
fd49b2a4-ef32-4024-bd17-7d20b9049770	f1644679-67bb-438c-a551-a04a9820f450_wxs_gdc_realn.bai	5e43a6dac1fb81aa2594dbd80c358bd2	7230968	released	[b'phs002790']	CCDI-MCI	index_file
00fce675-a021-481e-8042-ef35165dbcd1	f1644679-67bb-438c-a551-a04a9820f450_wxs_gdc_realn.bam	1f5fd40494fcf72d02c2f2dc75851583	93496250880	released	[b'phs002790']	CCDI-MCI	data_file
253347cf-49e6-4059-a084-23002525b8de	69d94d9e-0bd9-4617-88bb-f00919a311b2_wxs_gdc_realn.bai	edca8593f1c41a8bb9a46816df766abc	7721016	released	[b'phs002790']	CCDI-MCI	index_file
00fe16e6-13ab-4433-b4ac-9a5b69bf87bb	69d94d9e-0bd9-4617-88bb-f00919a311b2_wxs_gdc_realn.bam	f03fdb1cfc4278ed1be18a2ec10fda5b	113334411050	released	[b'phs002790']	CCDI-MCI	data_file
010112ad-640e-4f7f-afd4-dfac18b42fbd	beb790ce-665a-4e32-ab40-42fa0e2e4dad_noid_Red.idat	e687f6f0365131ed39df5b07f7f71abf	13687074	released	[b'open']	CCDI-MCI	data_file
eb919697-d337-43bb-aa8f-4d15a1d0f447	c4ac0fb7-c323-45d2-b6ca-8d22ff5ac87a_wxs_gdc_realn.bai	c8de469305509f21bc2017e44bfafbdf	8871456	released	[b'phs002790']	CCDI-MCI	index_file
